sentiments,cleaned_review,cleaned_review_length,review_score
positive,great sound wish would have got myself one too,9,3.0
positive,love it,2,5.0
positive,not sure if using this speaker correctly don think it as loud as it should be do need to download an update on my computer anybody with any ideas are welcome to write me thanks pat,36,5.0
positive,bought for my year old son and he absolutely loves it ,11,5.0
positive,we love this speaker awesome sound with deep bass ,9,5.0
positive,we absolutely love these speakers the sound quality is great and the battery lasts for days we use it for house parties at the beach and when we travel highly recommend them and have bought them as gifts for my kids as well ,43,5.0
positive,sounds great gave it to my father as christmas present and he loves it ,14,5.0
positive,awesome,1,5.0
positive,got this for my wife she loves it great sound pairs easily and has enough bass ,16,5.0
negative,worked fine the first few days then got problem where disgusting sound came out of the speaker ,17,5.0
positive,it is amazing sounds great,5,5.0
positive,nice and light great sound and very happy with it ,10,5.0
positive,xmas gift great so far,5,5.0
neutral,we received this product to be just as we expected brand new jbl speaker,14,5.0
neutral,i purchased this as christmas gift and haven heard anything negative from the recipient ,14,5.0
neutral,excelente producto,2,4.0
positive,sounds great use it everyday around the house ,8,5.0
positive,my son loves playing his music and the sound is great he loves the speaker and takes it almost everywhere ,20,5.0
positive,this is my first speaker and love it love the bass especially like to play my lofi music at night when doing homework and the sound quality makes the energy in the room feel so much more calm and relaxing when playing my regular jams on low can still hear the bass when leave the room to go to the other side of the house and it sounds like there party next door putting it in the bathtub while you shower makes the sound expand in way so that makes for an exciting experience this speaker is ,97,5.0
positive,love it ,2,5.0
positive,great product love the features sound quality and durability,9,5.0
positive,speaker easily connects via blue tooth to your device sturdy waterproof great speaker to tote to the beach backyard pool all over your home very easy to use and setup and fair price ,33,5.0
positive,love this thing especially when go fishing,7,4.0
positive,the food is delicious the client service is perfect can wait to come back with my children,17,5.0
positive,my son loves this speaker great gift,7,5.0
positive,i love mine can hear it all over the house,10,5.0
neutral,didn seem to be that much louder than my flip ,10,5.0
positive,great product ,2,1.0
positive,beautiful speaker love the dark green color the sound is crisp and clean just wish the volume would go just tad higher but that not really an issue ,28,5.0
neutral,not thrilled with this returned bose bt speaker in exchange for this one bought this because am having hearing issues but sound quality seems bit muddy and fuzzy and didn realize until now that the sound is mono also the bluetooth feature seems unstable in my room where keep the wifi modem and several other bt electronics after some research discovered this speaker won function with too much wifi and bt interference bit frustrating probably going to return it works well in every room in the house except the room where need it the most tired of playing games every night to get bluetooth to work ,106,3.0
neutral,muffled sound little dead for my liking,7,3.0
neutral,great sound but not the better at loud ,8,5.0
positive,the speaker battery lasts literally forever and the sound quality is mind blowing honestly any speaker from jbl deserves the praise it gets ,23,5.0
positive,bought this for my teenagers who loves music great sound portable and great charging option highly recommend ,17,2.0
positive,after hours of youtube reviews and black friday cyber sale decided to go with this large awkward speaker with only decent battery life and ok sound quality know now for fact that the bose is way better the charge distorts at about of max volume and doesnt have the bass like that of smaller devices just because you add some flexy vibrating cones on the ends doesnt mean there will be better bass ,73,2.0
neutral,vote for trump ,3,5.0
positive,yes do it buy em the audio quality is outstanding pretty experienced in av ans high end audio and these arent disappointingfoe the price the range is excellent the ability to link multiple units always impresses guest should be sponsored because ve had about friends buy these once they heard them take them to the beach on vacation in hotels the park powerful ,63,5.0
neutral,just what was looking for,5,5.0
positive,i got this on sale during black friday it was great purchase works for camping trips and for trips to the river sound quality is never compromised and the volume goes way up great purchase ,35,5.0
positive,wasn able to link to another speaker don know why sounds good but wish the volume was little more sensitive we keep it low in the office but it fine line between to loud or to quiet like it though ,40,5.0
neutral,looks good and has reasonable weight ,6,3.0
neutral,very nice,2,5.0
positive,just the right size nice and clear and the volume is perfect get two and they connect to each other very very nice kick ass sound,26,4.0
positive,it really loud and big it portable but not the most portable because of its size getting it is win for anyone,22,5.0
positive,not extremely loud but bass is good pair and its worth the buy ,13,4.0
positive,my husband had the prior version and we loved it so much so that purchased this with the case to link to his we use them everywhere and lot charge life is excellent even better than my husband individual and linked stereo sound fantastic portability at the beach by the pool and around the property when we re doing projects and chores great and convenient ease of use for technical illiterate such as myself ranks so after an entire summer of almost daily use giving this solid ,87,5.0
neutral,good sound,2,5.0
neutral,good product,2,5.0
positive,works grate love the base,5,5.0
positive,sounds great for the form factor takes aux in for the odd ball things that may not support bluetooth ie nintendo switch wish it had fast charging capabilities but legacy usb charging with plenty of power ontap is good enough ,40,5.0
neutral,very good,2,5.0
neutral,verry good,2,5.0
positive,i love listening to music while clean around the house and the jbl speaker allows me to move freely works well for house parties also my mom has charge and the music fills her two story home great for the kids as well and easy to use ,47,5.0
neutral,i use for work only last about hours battery not like it specifies,13,5.0
neutral,nice,1,5.0
positive,sounds great ,2,5.0
positive,it was perfectly fine,4,2.0
positive,great product easy to use amazing sound ,7,5.0
neutral,very good,2,3.0
neutral,cool,1,5.0
neutral,expected better sound from the product ,6,5.0
neutral,like outside,2,5.0
neutral,nice speaker,2,5.0
positive,great size sound quality and purchase ,6,5.0
neutral,better than thought ,3,5.0
positive,great sound goes anywhere and is easy to use,9,5.0
positive,nice clear loud sounds great quality ,6,5.0
positive,better than any other portable speaker have purchased looses quality as volume increases but you shouldn be buying this to fill large room anyway use it as remodel our house and it functions great ,34,5.0
positive,very happy with the sound quality and volume levels love that can charge my phone with this speaker ,18,4.0
positive,easy to set up stable on most surfaces charging cord could be longer perhaps feet long ,16,5.0
positive,good sound quality really enjoy this bluetooth speaker ,8,5.0
positive,got this for my son for christmas he was always borrowing my charge the charge sounds great and the camo color looks even better in person the battery life on these is excellent ,33,2.0
positive,the bass was little bit of let down but compared to any speaker ve ever had including my beats pill it great hear all the dimensions in the music ,29,5.0
positive,great coloque great speaker,4,5.0
positive,excelent sound quality the bass is clear and powerful,9,5.0
positive,great sound and easy to use,6,5.0
positive,love the sound quality and ease of use ,8,2.0
positive,got this unit on sale and paired it with my ipad worked great ,13,2.0
positive,very happy with this bluetooth speaker sounds great and easy to carry around seems to have bit more bass sound than some other brands ,24,5.0
positive,sounds ok but was expecting better in sound,8,5.0
neutral,excatly what intended ,3,5.0
positive,i really wasnt expecting this to sound and be as good as it is can literally hear the speaker from outside my house while the bass is the main star of the show it leaves me little disappointed that the treble and other minor but important rythms get drowned out lot of the time it could also be the music play so cant fault it too much overall really glad got what paid for and bit more as well,79,5.0
neutral,everyone in my family is impressed by the sound quality for such little speaker ,14,1.0
positive,battery and sound is amazing and love it cuz it waterproof ,11,5.0
positive,great speaker,2,5.0
positive,speaker gets super loud for the size really enjoyed,9,5.0
neutral,jbl has always been go to for me can go wrong with this one love the color ocean blue the bass hits we all dig it at work buy this speaker ,31,5.0
neutral,the only reason gave it stars is jbl for some reason changed the plug style from the jbl charge the charge has micro usb cord,25,5.0
positive,this was christmas gift that was big hit the sound is wonderful and it very portable in trip to az we simply threw it into our computer bag and it went right with us we ve had one initial charge and it been playing for days for the bluetooth we used jbl charge ,53,5.0
neutral,previous versions of this speaker have much better sound quality was very disappointed in the sound of the bluetooth audio coming through this speaker also the delay between multiple speakers playing the same song is very noticeable when you link these speakers together,43,5.0
positive,i originally ordered my granddaughter the jbl flip as surprise gift on dec rd asked her what her main gift she hoped she received she stated the jbl charge ordered it while waiting for the train at pm and had it by pm dec th perfect gift ,47,5.0
neutral,its loud clear and portable just what wanted ,8,5.0
positive,has good sound for portable speaker bluetooth hooks up good works great for golf carts ,15,5.0
positive,great for party,3,1.0
positive,loud bass and vibrant audio quality,6,5.0
positive,love my speaker this is the best and its so loud love it,13,5.0
neutral,satisfied have two and use the connect plus ,8,5.0
positive,great product and the seller is highly recommended,8,5.0
neutral,the sounds not so good but loud enough my main issue was connection to my computer speaker had to restart my computer whenever change from my bluetooth ear phone to this speaker ,32,5.0
positive,if it werent for the battery life and ability to charge other devices would give this bass response and loudness is ok definitely not bad its better indoors than outdoors waterproofness is exceptional spilled cup of starbucks on it and it was unfazed hahaha its lil chunky if ya got big hands its not problem to carry around but it is hefty in weight just wished it had sound ,69,5.0
neutral,the battery lasted about hours not the as advertised the sound is fine guess it really treble and there isn way to adjust it overall disappointed in this speaker ,29,5.0
positive,these are very easy to set up and sound incredible easy to link several together also,16,5.0
positive,not sure why people are not giving this all stars this sound on this thing is wild and that fact that it waterproof is amazing love it ,27,5.0
neutral,we live the jbl flips small and large sound so much better and are louder than my bose mini sound link ,21,5.0
positive,nice color and strong base ,5,5.0
neutral,an adequate portable wireless speaker for small apartment or living room,11,5.0
positive,nice sound and the size is great and portable ,9,5.0
neutral,the charge has one speaker in the front left side the charge had two speakers and assumed the would keep this design the sound quality is fine but the build of the speaker is misleading ,35,3.0
positive,got this for christmas and so very happy with it the sound quality is amazing and get very loud ,19,5.0
positive,love it,2,5.0
neutral,excelente ,1,1.0
positive,this speaker plays loud and clear with family members owning other jbl speakers we connected them all together for concert sound at our backyard christmas party great product ,28,5.0
positive,everything about this speaker is awesome ,6,5.0
neutral,phenomenal,1,5.0
positive,i ve tried other jbl bluetooth speakers in past years to be clear ve tried many dozens listened for hours tested usually reviewed and ve kept the ones that think have something special good sound thought after few more generations jbl may have figured out how to nail together decent thing was wrong buy bose soundlink mini listen to it figure out how to do better than that it has half the volume of this thing and sounds indisputably bigger better jbl don cry bose also completely beefed it with their own new generation revolve speakers they had spectacular speakers in the soundlink iii and especially the brilliant and nonpareil soundlink mini and decided to make the awful revolve speakers they may get notch louder and sound like muddy garbage but it round and that makes it better for parties congratulations we ve discovered idiocracy sony is even worse leading the charge into irrelevance starting with the srs and improving it by making the srs xb great bass for speaker its size if only great sound was produced by bass alone it doesn produce any midranges or treble speakers by idiots for idiots anyway jbl has never made great bluetooth speaker so suppose th generation speaker that still sucks isn really giving anything up just want the world to know that this speaker just ain great there better richer more articulate deep and mid bass in the bose soundlink mini at half the size it not waterproof and suppose people who need speakers with round cabinets probably also need to listen to music around pools most of the time and can figure out any effective way to prevent their speakers from falling in so maybe the jbl is great for certain type of person ,294,5.0
neutral,easy to carry around ,4,5.0
positive,great sound quality ,3,5.0
neutral,like it,2,4.0
positive,ok clearly this device is not an audiophile one arguably no bluetooth device is guess but really the high end is very lacking almost muffled sounding the low end is decent for device this size but it depends on where and how you position it against wall or corner tends to resonate better and gives better bass placed on the floor does the same and as others pointed out this is mono device ,73,5.0
neutral,battery stopped accepting charge after months of use submitted warranty request to jbl will see ,15,5.0
positive,love the sound quality really happy with this purchase there enough evidence and reviews on youtube to show how good these speakers are ,23,5.0
positive,i had high expectations for the jbl charge because it has lot of competition and gets good reviews it not exactly cheap either this implies that the charge should be optimistically almost as good as bose for example unfortunately not call me sonically spoiled use yamaha hs and hs monitors on isolation stands at home my truck has bose system that delivers bass mids and highs like reference system ve heard plenty of bose bluetooth speakers and they ve sounded good used to hearing everything crisp and clear having said all of that many people will hear this speaker and be blown away by the quality it not terrible and it actually sounds good in stereo with two connected together unfortunately it not that simple stereo mode is very unreliable and wonky with single charge the highs and mids sound pretty unappealing the best word can think of to describe its overall sound is flat and sloppy with punchy bass the sound stage is disappointingly one dimensional unless you buy second one and use jbl jbl connect app to run them in stereo stereo mode gives these charge an instant drastic improvement in sound but my speakers switch out of stereo mode and into party mode dual mono every time switch between apps and sometimes just from hitting pause for second this should have never made it past qa at jbl didn know that was happening at first but did notice that things went from sounding great to sounding terrible even with two connected that party mode it two copies of the same sounds right on top of each other don want that want left and right speakers that work reliably stereo mode gives wide stereo image and somehow balances out the lone charge inadequacies bit but can even count on it to work properly to summarize think the charge has potential to make good quality bluetooth audio solution but only if you plan on buying two and only if jbl improves stereo mode functionality right away the app should remember which mode the speakers were on and keep it that way or let us choose default mode either would help tremendously ,362,4.0
positive,i searched and researched forever before buying this one glad did the sound quality is amazing the battery last forever and it water proof it not too bulky and portable ,30,5.0
positive,love my new speaker and the fact that it is pink ,11,5.0
positive,nice gift ,2,5.0
positive,picked white colour and love it so much very stylish and cool great music quality with strong base and the volume is high enough and this is my first time to purchase jbl unexpectedly good experience highly recommended ,38,5.0
positive,great sound quality good battery life easy to connect little heavier and bigger than was expecting ,16,5.0
neutral,superd ,1,5.0
neutral,nuthin,1,5.0
positive,amazing sound,2,5.0
neutral,the there is only speaker facing the front and its reall small battery life is not hr maybe on lowest setting with an aux use this at work on volume when using bluetooth will last only hr,37,5.0
positive,works perfectly battery lasts really long time excellent sound quality ,10,5.0
positive,small portable great sound ,4,1.0
positive,amazing can believe didn get it sooner this goes everyyyyywhere with me ,12,5.0
neutral,size is good,3,5.0
neutral,good job,2,5.0
positive,perfect for parties,3,1.0
positive,you get fantastic sound quality for pretty good price hands down the best ve ever spent ,16,5.0
positive,plain and simple this is good quality loud and portable bluetooth speaker think if you want to get the job done the jbl line is it in the year ve had it ve inspired few friends to get their own after hearing and enjoying it don fuss with eq or other features because this is my portable party speaker and out the box it tuned just fine for that if you want the best sound quality with stereo and more settings you should will probably need to spend more than what this is to get notable improvement ,97,5.0
positive,love it,2,5.0
positive,awesome sound from small package,5,5.0
positive,i purchased one of these about months ago for regular use found the sound quality to be very good owned an older jbl speaker that failed within months the warranty return was hassle so am pleased that this model has performed well prefer that tactile buttons as it makes it easier to find buttons in dark situation as well as while driving also like the usb connection the older jbl with micro usb port failed from wear and tear can no longer charge that one and repairing it is not cost effective the only demerit can say is this unit is bit heavy to carry around and listen to music it more for placing in static location do want to note the sound does tend to come from one side of the unit it not it also isn stereo speaker that means one driver with channels merged not important for me the phone app allows for creating stereo sound from individual units verified that purchased nd unit during the holiday sale and would recommend this speaker to good friend ,179,5.0
positive,excellent battery life so far right out of the box with no charge it lasted hours straight sound quality excellent little larger and heavier than thought it would be perfect for working in kitchen but little too big for my disc golf bag ,43,5.0
positive,best speaker ve ever bought,5,5.0
neutral,i like the sound ,4,5.0
positive,excellent product,2,3.0
positive,amazing,1,5.0
positive,overall happy but wish the bass was little more powerful,10,5.0
neutral,i use an alexa and love the sound but needed something portable and this just did it without compromising sound quality ,21,5.0
positive,great sound especially for the money plus for any gathering indoors outside ,12,5.0
neutral,family time entertainment we use up battery quickly,8,5.0
positive,the speaker is very awesome with great quality sound it is bright red so it does not get misplaced any where in the office the portability of the speaker is pretty amazing too ,33,5.0
positive,works great ,2,5.0
neutral,bring to the beach,4,5.0
positive,good sound easy to use,5,5.0
positive,i love that it bluetooth but wish it had an remote control ,12,5.0
neutral,i bought it for my husband for his job he works on pipeline and it definitely loud enough to hear it ,21,5.0
neutral,its pretty dope ,3,5.0
positive,great,1,5.0
positive,i love this speaker the battery lasts for good while charge it once month and use it for about minutes each day during the week the quality is great ve had absolutely no problems with mine buy another one if something happened to the one have ,46,3.0
positive,it sounds great,3,5.0
positive,a little quiet for my intended use high noise environment but great sound for the price portable and durable battery doesn last super long when at full volume but can run off the cord ,34,5.0
positive,perfect speaker ,2,5.0
neutral,lasted almost months before it started to screech at decibel that was like nails on chalkboard,16,5.0
positive,great speaker had second version ue boom this blows it out of the water,14,5.0
neutral,battery life sucks says hrs when you only get in full volume ,12,5.0
positive,awesome sound good size,4,5.0
positive,great sound and battery life it has fallen few times and still is as good as new ,17,5.0
neutral,i loved this speaker everything about it was amazing went to charge it for the first time today since purchasing it and unfortunately no led flashing no charge ve tried doing factory reset changed charging cables and adapters everything that could and still not charge ,45,5.0
negative,i ve had the jbl for year now and it messed up on me haven damaged it in any way and it has difficulty turning off and on don recommend this speaker ,32,5.0
positive,jbl is great,3,3.0
positive,great sound love my music ,5,5.0
neutral,work movies and meditation,4,5.0
positive,i ve been using this speaker for couple of months now and the sound quality is awesome really recommend it ,20,5.0
neutral,bought this one thinking it was the bigger one before the boombox turned out to be the next one after the flip had flip before this charge sounds just like it it basically flip with extra battery life if your looking for bigger sound go with the extreme or boombox ,50,5.0
positive,great product very durable and the battery life is huge plus it fallen off tables and in water and not dent on it or any change in sound ,28,5.0
neutral,no usb cable no quick start guide came which both are offered with the jbl about the battery life is too early to tell otherwise everything is fine ,28,5.0
positive,great product,2,5.0
positive,way better than expected but still amazing speaker can change my phone don turn the vol to the max because want life of the speaker we go camping lot so far it lasted good hrs of nonstop music play vol medium high and did good along with charge two iphones xr and xs can complain at all ,57,5.0
neutral,good qualityfast shippingthank you,4,5.0
positive,this was an upgrade from my old jbl charge and what difference the charge is superior in every way the base is better the sound quality of the music is better the build is better ,35,5.0
positive,i use when on the run something to blue tooth with great product ,13,5.0
positive,good value for your money like the sound and volume level ,11,5.0
positive,i use this at work and it works perfectly,9,3.0
neutral,very good product,3,5.0
positive,best portable speaker ever purchased from store not amazon but this speaker is perfectttt jbl is killin it because their bluetooth headphones have are amazing too ,26,5.0
neutral,this speaker has exceeded my expectations way louder than expected often being asked to turn it down ,17,4.0
positive,great ,1,5.0
positive,bought this based on recommendation and would absolutely recommend it to everyone looking for great quality and portable bluetooth device,20,5.0
positive,great bluetooth speaker ve had others that can even even come close to this one ,15,5.0
positive,sounds great looks great portable and with nice design easy to use would recommend to others ,16,5.0
negative,i returned the jbl charge for two reason first to my ears the sound has too much bottom music sounds muddy and the higher end is lost due to too much bass unfortunately there no way to adjust the bass and treble what you hear is what you re stuck with the second reason for my return is the awful electronic sound effects that play automatically when you turn the device on or off regardless of your streaming volume these sound effects are loud and completely unnecessary ,87,1.0
positive,excellent speaker with great sound quality would recommend to someone who is looking for mid sized portable bluetooth speaker,19,4.0
positive,its nice to carry around as portable charger that can play music as for sound quality your better off purchasing the flip which outperforms the charge the only upside found was that the charge was better and deep tones flip for the win,43,3.0
neutral,don get the white one it gets dirty fast ,9,5.0
positive,prior to this had jbl flip for few years before it finally died decided to go for this charge rather than another flip since wanted little more volume out in the garage this charge has surpassed my expectations it significantly louder than the flip but never loses clarity even at high volumes the audio is clean and bass is very good as well the biggest surprise has been the battery life feel like the speaker gets used constantly but it only needs to be recharged once week or so it also waterproof which makes it super easy to clean all in all couldn be happier ,105,5.0
positive,great speaker,2,5.0
neutral,soun good,2,5.0
positive,love this speaker,3,5.0
positive,perfect,1,1.0
positive,perfect for work used days without charging ,7,5.0
positive,we bought three of these for christmas party they can be linked and volume can be controlled individually they sound great and lasted the whole party without having to be charged they are small enough to not be cumbersome but large enough to fill room with sound very impressed for the money ,52,5.0
positive,great sound quality great volume options love that it bluetooth and easy to connect to and charge good battery life couldn live without this ,24,5.0
positive,the jbl is really good speaker it surpasses my expectations and it has great sound quality with phone settings you can switch up the sound to your satisfaction am impressed with the tracking too love this product and will continue to use amazon for most purchases overall would absolutely recommend this product to others but make sure you have the right charger and buy case for it so it easy to carry around,73,5.0
neutral,bought it on black friday the sound is little bit blurry that might be due to waterproof function sound format only supports sbc which is the most disappointed thing overall would rank it above average considering the promotional price on black friday and suitable for those who like bring their speaker for outdoor activities ,54,1.0
positive,i really love the bass it gives out for good sized speaker was expecting little more boom but overall it great sounding speaker that hits pretty decent high sound level ,30,5.0
positive,great product,2,5.0
neutral,i have two of them both speakers are popping they lasted little over year each will not purchase again ,19,5.0
positive,great and love it,4,5.0
neutral,i like the charge this is my second one you can pair them together for stereo sound using the jbl app ,21,1.0
neutral,a faster delivery and an excelent product ,7,5.0
positive,i had an original jbl flip for years recently the battery started dying so decided to upgrade am so happy did this speaker sounds great and is very loud and crystal clear the other upgrade is they went away from their own proprietary charger and now simply use usb usb you can charge it anywhere even in car love this change this is definite upgrade from the jbl flip in sound production it is also much larger though if you are good with the size and are considering this speaker do it if have any issues will come back and update my review but if it anything like my last jbl you wont hear from me ,116,5.0
neutral,upon opening this speaker noticed it comes in very nice box the speaker seems durable and sounds amazing when it works right only had this for days used it the st day worked great come the rd day not so much it will play but cut out intermittently during songs speaker stays on it just literally stops when it wants to and plays when it wants to figure got lemon so ll try another might suggest don bother talking with support they will drive you insane just replace and move on ,91,5.0
negative,i would be as bothered by the fact the charge switched to mono if they would ve at least centered the damn speaker blows my mind the majority of people that buy this will probably think the thing is broken because of that no way would pay full price for the charge when the is stereo much cheaper and likely sounds better ,62,5.0
positive,works great and has more deeper bass than the charge ,10,5.0
positive,love it,2,5.0
positive,this is my first high quality bluetooth speaker am totally blown away by the sound and the battery life bought the big red one and really like it the charge is much bigger than the charge have charge case and it tough fit this speaker is really cool ,48,5.0
positive,it super amazing it so nice to play your music wherever you go definitely recommend the buy ,17,5.0
neutral,not very loud at all,5,5.0
neutral,good,1,5.0
negative,only negative it does not have mic,7,5.0
positive,not as loud as wanted it to be great for room,11,5.0
positive,great,1,5.0
positive,very nice work done on these speakers the sound is rich and beautiful the bass function is amazing it last long the battery charge indicator is perfect and very useful these speakes las very long on single charge the only thing is little uncomfortable is the portability it big and heavy and no handles you will have to buy carrying case separately it too big for easy portability but overall am very satisfied with this device am buying two next time gave this one to granma next time will buy two to pair up it worthy very amazing sound ,99,5.0
neutral, ,0,5.0
positive,after bough this speaker another friend was so impressed that he bought one too it produces great sound quality can take it in any environment beach and it has plenty volume to fill the air with nice full sound ,39,4.0
positive,great speaker sound and bass is perfect clear use it on my boat so its water proof and holds change all day for me on the water really enjoy it ,30,5.0
positive,love everythi g,3,5.0
positive,for the size this speaker is great ,7,5.0
positive,i have had the flip for year and can say one bad thing about this product the sound is amazing excellent bass you can turn up the speaker as loud as you want no distortion range is at least feet my laptop that is the source is inside near window unbelievable range have only run out of battery twice after hours of usage ,63,5.0
neutral,okay,1,5.0
neutral,poor sound quality,3,5.0
positive,this speaker is awesome better sound than some of the bigger ones and easy to move anywhere you want ,19,5.0
positive,much better in all categories than the bose soundlink had before ve had this for few months now and no complaints this little speaker produces great sound and lot of bass ,31,5.0
positive,i love this speaker it plenty loud and the charge lasts such long time great for parties or just around the house highly recommend this speaker ,26,5.0
positive,great speaker,2,5.0
neutral,excelente,1,4.0
positive,great sound nice deep bass ,5,5.0
positive,great,1,4.0
neutral,good audio quality very simple operation ,6,1.0
positive,best speaker out there for the money ,7,5.0
positive,love this speaker great sound quality and love being able to charge my phone with it it also doesn have loud and annoying power on greeting that some other brands have ,31,5.0
positive,this model is more so for bass if you love bass this speaker is perfect for you in every way however the quality of the actual sound could be improved it exactly like the reviews on youtube videos and the company videos explained with all of that said it worth the money and is loud if you are in middle school sized gym and it playing on apple music volume turned up completely it heard just saying it loud loud for house outside activities especially apartment bluetooth connects with no problem battery life last as promised for hours with non stop playing ,102,5.0
neutral,the clearness sharpness of sound also that it came in camouflage vet ,12,5.0
positive,great speaker excellent bass for it size ,7,4.0
positive,i love this speaker soo much use it everywhere and everyday the sound is super loud even used it to play music for kickback and it held its ground and pulled through for me you won regret getting this speaker trust me ,42,5.0
positive,harmon kardon has better bass fursure and quality is better the only cool thing about jbl is the water proof im never gunna be in the water soo they got me on that just get harmon kardon onyx round bt speaker trust me on that one plus its big with not enuff bass like mon man foreal smh ,58,5.0
positive,awesome very happy with the speaker sounds much better than my brothers bose mini ii portable speaker ,17,5.0
positive,love this for our cabin and playing music around the campfire great sound quality battery lasts forever the camo was super unique ,22,5.0
neutral,i bought this for my husband for his birthday gift week before his birthday then gave it to him on his birthday and weeks later it starts acting up and showing fully charged and only playing for an hour or before dying this item states that it plays for hours when fully charged which is false call amazon and since it was few days out of the day period for return had to go to jbl for manufacturer warranty they send you label and said it would take days to determine if it is really defective for them to send replacement am not at all happy with this product totally not worth the money have had my bose soundlink for years and still sounds great and plays for long time will not recommend this product ,135,4.0
positive,jbl charge produces the most awesome high quality sound from portable bluetooth speaker have ever heard from including larger speakers you could jam to music or watch movie with movie theater quality sound worth every penny ,36,5.0
positive,great sound,2,5.0
positive,we use it for the workshop environment handymen artisans and similar workers often hear music or podcasts and this is really useful when your only other option is using phone speaker however it still small portable device and you can still look for something else if you re searching for the perfect audio experience home stereo is more suitable if you don move around to much or if it not hassle to load and setup home stereo every time you leave the workshop to work somewhere else very impressed with the sound coming from this liter sized device and taking it on planes or road trips is really what makes it so good ,113,4.0
neutral,excelente,1,5.0
neutral,u can go wrong with this,6,1.0
positive,i lobe this speaker and truly lobe the sound and plan on getting another to complete stereo sound no it does not gibe you stereo but sounds good what don like is the bee changing prices on the same item done by amazon bought it lot cheaper than it is right now ,52,5.0
positive,love howling the battery lasts,5,5.0
neutral,lots of bass,3,5.0
neutral,sound is excellent don know really about the battery life yet has made it through two golf outings for total of hours of music without being recharged but doubt it will last much longer on one charge at volume not big fan of the base of the unit very small and rolls around easily,54,5.0
positive,great speaker,2,5.0
positive,i love this speaker great volume level the battery life is very good has great full sound use mine at the gym playing volleyball in my car and at home with guests seriously can beat it ,36,5.0
positive,this was my second purchase pared with another charge to get stereo great sound the bass could be deeper but it still is acceptable two issues are there is no user manual and no wall charger so to pair two speakers had to rely on youtube to set it up also had to contact them to get wall charger specs using one that has volt amp output play the speakers at medium loud volume at best the battery is fairly depleted after to hours it would be great if they offered sub woofer ,93,5.0
neutral,good quality sound system ,4,5.0
positive,this was bit bigger than was anticipating but not complaining while that does affect portability slightly it still very easily transported especially with the case sold separately but worthwhile investment it loud and sounds great and the battery life is amazing there bigger better model for little more money but for my needs this works fantastic had some trouble with using it while camping as it seemed to only be picking up mono you could hear the background music and noises like doors slamming and whatnot but not the dialogue not sure if the problem was with the speaker the transmitter or the tv it was hooked up to hooking up bluetooth headphones the sound was perfect and hooking up this speaker to different devices the sound has also been perfect so don know where the breakdown was ,138,5.0
positive,great sound quality ,3,5.0
neutral,good,1,5.0
positive,i love this thing the sound quality is good for the size and it very portable obviously you can just max the volume on it and your phone it gets distorted like anything else for the price pay this is absolutely worth it use this mainly in the bathroom while showering since it beats phone music out of the water even carry it to the garage and place it and jam out while working on my car considering getting another one of these for family member ,86,1.0
neutral,i believe this is the first time jbl has released the white color for the charge series speakers owned black charge and charge speakers in the past and like all of the them the black ones look classic and the white one looks modern and trendy ,46,5.0
positive,bought for gift for my dad he loves it and he takes it everywhere says the battery life is crazy and the sound is just what he was looking for thanks jbl,32,5.0
positive,love it ,2,5.0
neutral,use for work in an aqua aerobics class environment works quite well,12,5.0
negative,i have this speaker for months and used it total of times it stays in case in my room always somehow it has stopped working it is not charging and switches off after couple seconds one light blinks consistently during charging but it isn charged will not recommend anyone spend this amount of money on speaker that will just stop working,61,5.0
positive,i like my charge so much just bought nd one keep one by my easy chair and one by my bed unplug it and keep it near me when do chores around the house or in the yard it sounds great and is easy to use ,46,5.0
positive,this thing is awesome great sound good battery life ,9,5.0
positive,love it,2,5.0
negative,i bought this because wanted portable speaker with an old fashioned aux input unfortunately the aux input has horrible flaw if couple seconds of silence go by in whatever you re listening too the speaker shuts off and only starts back up after it gets some signal again you ll lose about half second of audio as it turns on again too like let say you re listening to an album couple seconds of silence between tracks is enough to cause this and you ll lose the first little bit of the folllowing song because it shuts off and then turns on again only after something loud enough to turn it back on again happens so so annoying after little internet sleuthing found out that this is just how they are apparently you can fix it by shorting chip on the motherboard but not doing that returning it rip jbl really dumb ,152,5.0
neutral,very good speaker,3,5.0
neutral,very loud,2,3.0
positive,absolutely love my jbl speaker love that you can connect devices at once love the quality of sound battery life is pretty good ,23,5.0
positive,my son loves this speaker they use it at practice every day ,12,5.0
positive,love this little speaker the battery lasts forever not ton of bass but it sounds great ,16,5.0
positive,great sound for small speaker ,5,5.0
positive,like our other jbl products it performs well ,8,5.0
positive,i love it,3,5.0
positive,have issues charging it won get past the second light out of light battery charge the sound is awesome and everything else but ll have to call the manufacturer ,29,5.0
positive,great sound for small speaker ,5,5.0
neutral,sund good,2,5.0
positive,i super love this jbl speaker my uncle had bought speaker not this one and it cost him and it was bigger than this one supposedly it one of the best brands and honestly it as loud as my uncle and this was cheap use the speakers almost every day and it lasts almost like days and half sometimes three and it charges pretty fast don regret buying this speaker super love it ,73,5.0
positive,great speaker ,2,5.0
neutral,i use it on the golf course and boating,9,1.0
positive,i have several friends with jbl so knew what was getting but don know how lived my life before just listening to music on my phone day to day haha ,30,5.0
positive,it great ,2,5.0
positive,awesome product excellent gift and they have many colors,9,5.0
positive,my son loves it,4,4.0
positive,got this so can pair with my charge works great louder and better sound than will always go jbl can beat for the price ,24,5.0
